Id,Week,Month,StartDate,EndDate,CustomerType,SegmentId,SegmentName,Target Audience,Delivered,Sent,Undelivered,Failed,OPEN,READ,Delivery %,Open %,Read %,Responders,In store Responders,Online Responders,Common Responders,Read and Responders,Read and In store Responders,Read and Online Responders,Read and Common Responders,Responders Sales,In store Responders Sales,Online Responders Sales,Common Responders Sales,Read and Responders Sales,Read and In store Responders Sales,Read and Online Responders Sales,Read and Common Responders Sales,Responders NOBs,In store Responders NOBs,Online Responders NOBs,Common Responders NOBs,Read and Responders NOBs,Read and In store Responders NOBs,Read and Online Responders NOBs,Read and Common Responders NOBs,Points Redeemers,Points Issued,Points Redeemed,Points Redeemers Sales,Points Redeemers Bills,Coupon Redeemers,Coupons Issued,Coupons Redeemed,Coupon Redeemers Sales,Coupon Redeemers Bills,Responders Hit Rate,Responders Hit Rate Offline,Responders Hit Rate Online,Responders Hit Rate Omni,Communication Cost,Reward Cost,Total Cost,Lift,Shift,IncreamentalSales,ROI Without Reward Cost,ROI With Reward Cost,Incremental Hit Rate %
2299,Week 43,October,2025-10-20,2025-10-26,Targetted,1029,Reactivation_P5_ReactivationRgt_than36Months_common_stores_oct_1,23697,14443,0,0,9254,0,0,60.95,0.00,0.00,14,14,0,,0,0,0,,170085.00,170085.00,,,,,,,14,14,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.10,0.10,0.00,,1937.65,0.00,1937.65,-300844.1815,-210560.3709,-511404.5524,-263.9303,-263.9303,-0.0012
2300,Week 43,October,2025-10-20,2025-10-26,Targetted,1030,Reactivation_P5_Reactivation_R_bw_24_36_Months_dusshera_stores_oct_1,27113,14108,0,0,13005,0,0,52.03,0.00,0.00,24,23,1,,0,0,0,,279653.75,278319.00,1334.75,,,,,,24,23,1,,0,0,0,,0,1654.00,0.00,,0,,,,,,0.17,0.16,0.01,,1908.14,0.00,1908.14,628727.8125,-871265.9203,-242538.1078,-127.1071,-127.1071,-0.0053
2301,Week 43,October,2025-10-20,2025-10-26,Targetted,1031,Reactivation_P5_Reactivation_R_bw_24_36_Months_chath_stores_oct_1,9776,6535,0,0,3241,0,0,66.85,0.00,0.00,15,15,0,,0,0,0,,112401.00,112401.00,,,,,,,15,15,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.23,0.23,0.00,,875.81,0.00,875.81,165479.27,-132217.2963,33261.9737,37.9785,37.9785,-0.0027
2302,Week 43,October,2025-10-20,2025-10-26,Targetted,1032,Reactivation_P5_ReactivationRgt_than36Months_chath_stores_oct_1,12022,7528,0,0,4494,0,0,62.62,0.00,0.00,12,12,0,,0,0,0,,68146.00,68146.00,,,,,,,12,12,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.16,0.16,0.00,,1009.84,0.00,1009.84,0,68400.4113,68400.4113,67.7339,67.7339,
2303,Week 43,October,2025-10-20,2025-10-26,Targetted,1033,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_puja_stores_oct_1,2091,972,87,0,1032,0,504,46.48,0.00,51.85,8,7,1,,6,5,1,,53773.75,52439.00,1334.75,,41141.75,39807.00,1334.75,,8,7,1,,6,5,1,,0,0.00,0.00,,0,,,,,,0.82,0.72,0.10,,607.80,0.00,607.80,-100975.7559,-265260.5333,-366236.2892,-602.5605,-602.5605,-0.0406
2304,Week 43,October,2025-10-20,2025-10-26,Targetted,1034,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_chath_stores_oct_1,1377,1212,52,0,651,0,537,88.02,0.00,44.31,13,13,0,,8,8,0,,115956.00,115956.00,,,40416.00,40416.00,,,15,15,0,,10,10,0,,1,0.00,200.00,13276.00,1,,,,,,1.07,1.07,0.00,,684.72,200.00,884.72,0,100250.9194,100250.9194,146.4116,113.3137,
2305,Week 43,October,2025-10-20,2025-10-26,Targetted,1037,Winback_P4_Existing_R_bw_13_24_Month_Formal_common_stores_oct_1,5334,4523,388,0,2908,0,1634,84.80,0.00,36.13,7,7,0,,2,2,0,,158742.00,158742.00,,,38317.00,38317.00,,,7,7,0,,2,2,0,,1,9580.00,491.00,6304.00,1,,,,,,0.15,0.15,0.00,,2402.81,491.00,2893.81,0,153855.0143,153855.0143,64.0313,53.1669,
2306,Week 43,October,2025-10-20,2025-10-26,Targetted,1039,Winback_P4_Existing_R_bw_13_24_Month_Formal_rest_of_india_oct_1,88384,41130,5030,0,42224,0,19267,46.54,0.00,46.84,136,136,0,,67,67,0,,1101200.41,1101200.41,,,548421.00,548421.00,,,144,144,0,,70,70,0,,2,9210.00,695.00,7973.00,2,1,0,1,12639.00,1,0.33,0.33,0.00,,25758.00,1195.00,26953.00,-887025.3715,503248.5894,-383776.7821,-14.8993,-14.2387,0.0016
2307,Week 43,October,2025-10-20,2025-10-26,Targetted,1040,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_dusshera_stores_oct_1,4785,1833,198,0,2754,0,904,38.31,0.00,49.32,23,22,1,,18,17,1,,167445.71,166151.00,1294.71,,143290.71,141996.00,1294.71,,23,22,1,,18,17,1,,1,1642.00,577.00,3159.00,1,,,,,,1.25,1.20,0.05,,1158.00,577.00,1735.00,-315912.6788,29358.3293,-286554.3495,-247.4563,-165.161,0.0022
2308,Week 43,October,2025-10-20,2025-10-26,Targetted,1041,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_common_stores_oct_1,1655,1382,95,0,952,0,458,83.50,0.00,33.14,4,4,0,,2,2,0,,25704.00,25704.00,,,7256.00,7256.00,,,5,5,0,,3,3,0,,0,0.00,0.00,,0,,,,,,0.29,0.29,0.00,,731.65,0.00,731.65,0,20603.2982,20603.2982,28.16,28.16,
2309,Week 43,October,2025-10-20,2025-10-26,Targetted,1043,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_dusshera_stores_oct_1,4806,1893,174,0,2739,0,1045,39.39,0.00,55.20,25,25,0,,14,14,0,,184680.00,184680.00,,,110367.00,110367.00,,,29,29,0,,18,18,0,,0,243.00,0.00,,0,,,,,,1.32,1.32,0.00,,1188.00,0.00,1188.00,12850.0112,20493.7487,33343.7599,28.0671,28.0671,0.0017
2310,Week 43,October,2025-10-20,2025-10-26,Targetted,1045,MVC_P1_MVC_Customers_who_purchased_suits_jackets_rest_of_india_oct_1,62679,25705,2443,1,34530,0,12414,41.01,0.00,48.29,314,311,3,,183,182,1,,3731718.03,3723607.81,8110.22,,2293747.00,2290588.00,3159.00,,389,386,3,,235,234,1,,100,96289.00,127114.00,636846.32,101,3,0,3,13877.00,3,1.22,1.21,0.01,,16202.40,128993.60,145196.00,446041.4144,345227.0876,791268.502,48.8365,5.4497,0.0014
2311,Week 43,October,2025-10-20,2025-10-26,Targetted,1047,R2R_P3_Existing_R_bw_1_12_Month_Mix_of_Category_common_stores_oct_1,1675,1431,91,0,945,0,526,85.43,0.00,36.76,15,15,0,,4,4,0,,174418.00,174418.00,,,27301.00,27301.00,,,18,18,0,,4,4,0,,2,181.00,2126.00,6893.00,2,,,,,,1.05,1.05,0.00,,748.45,2126.00,2874.45,-297143.8264,-288417.6051,-585561.4315,-782.3655,-203.7125,-0.0208
2312,Week 43,October,2025-10-20,2025-10-26,Targetted,1049,N2R_P2_New_Customer_chath_stores_oct_1,2782,2565,35,0,1267,0,1262,92.20,0.00,49.20,23,23,0,,11,11,0,,197657.00,197657.00,,,77167.00,77167.00,,,26,26,0,,12,12,0,,0,1032.00,0.00,,0,,,,,,0.90,0.90,0.00,,1495.29,0.00,1495.29,0,175496.6092,175496.6092,117.3663,117.3663,
2313,Week 43,October,2025-10-20,2025-10-26,Targetted,1050,MVC_P1_MVC_Customers_Max_Bill_Value_bw_6_10K_rest_of_india_oct_1,3065,1405,98,0,1562,0,737,45.84,0.00,52.46,40,40,0,,29,29,0,,360628.00,360628.00,,,233066.00,233066.00,,,47,47,0,,34,34,0,,14,9917.00,13403.00,84897.00,14,1,0,1,5333.00,1,2.85,2.85,0.00,,885.00,14403.00,15288.00,42208.394,-155238.8452,-113030.4512,-127.718,-7.3934,-0.0144
2314,Week 43,October,2025-10-20,2025-10-26,Targetted,1051,MVC_P1_MVC_Customers_puja_Stores_oct_1,3296,1460,89,0,1747,0,779,44.30,0.00,53.36,33,33,0,,19,19,0,,248214.00,248214.00,,,142016.00,142016.00,,,41,41,0,,27,27,0,,15,11183.00,15126.00,91634.00,15,,,,,,2.26,2.26,0.00,,921.60,15126.00,16047.60,-418576.598,-32703.708,-451280.306,-489.6705,-28.1214,-0.0037
2315,Week 43,October,2025-10-20,2025-10-26,Targetted,1052,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_puja_stores_oct_1,1990,910,58,0,1022,0,452,45.73,0.00,49.67,2,2,0,,1,1,0,,20441.00,20441.00,,,2619.00,2619.00,,,2,2,0,,1,1,0,,0,0.00,0.00,,0,,,,,,0.22,0.22,0.00,,572.40,0.00,572.40,0,20461.441,20461.441,35.7468,35.7468,
2316,Week 43,October,2025-10-20,2025-10-26,Targetted,1053,Reactivation_P5_ReactivationRgt_than36Months_dusshera_stores_oct_1,17977,8833,0,0,9144,0,0,49.14,0.00,0.00,6,6,0,,0,0,0,,57302.00,57302.00,,,,,,,6,6,0,,0,0,0,,0,0.00,0.00,,0,,,,,,0.07,0.07,0.00,,1195.61,0.00,1195.61,0,59050.6658,59050.6658,49.3896,49.3896,
2317,Week 43,October,2025-10-20,2025-10-26,Targetted,1054,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_dusshera_stores_oct_1,1306,492,42,0,772,0,222,37.67,0.00,45.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.20,,,0,0,0,0,,
2318,Week 43,October,2025-10-20,2025-10-26,Targetted,1055,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_rest_of_india_oct_1,37431,17998,1259,0,18174,0,9229,48.08,0.00,51.28,204,203,1,,124,123,1,,1601432.55,1599125.00,2307.55,,968736.55,966429.00,2307.55,,217,216,1,,131,130,1,,9,17905.00,5928.00,31632.00,9,,,,,,1.13,1.13,0.01,,11223.60,5928.00,17151.60,-521544.3954,757090.8905,235546.4951,20.9867,13.7332,0.0057
2319,Week 43,October,2025-10-20,2025-10-26,Targetted,1056,N2R_P2_New_Customer_common_stores_oct_1,4998,4519,75,0,2460,0,1993,90.42,0.00,44.10,30,29,1,,11,10,1,,353820.50,346819.00,7001.50,,74164.75,70664.00,3500.75,,32,31,1,,12,11,1,,0,4068.00,0.00,,0,,,,,,0.66,0.64,0.02,,2545.47,0.00,2545.47,0,329776.1849,329776.1849,129.5541,129.5541,
2320,Week 43,October,2025-10-20,2025-10-26,Targetted,1057,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_puja_stores_oct_1,5831,2890,193,0,2748,0,1534,49.56,0.00,53.08,8,8,0,,5,5,0,,75184.00,75184.00,,,50085.00,50085.00,,,8,8,0,,5,5,0,,0,1651.00,0.00,,0,,,,,,0.28,0.28,0.00,,1801.20,0.00,1801.20,0,76048.616,76048.616,42.2211,42.2211,
2321,Week 43,October,2025-10-20,2025-10-26,Targetted,1059,Reactivation_P5_Reactivation_R_bw_24_36_Months_common_stores_oct_1,20353,13391,0,0,6962,0,0,65.79,0.00,0.00,28,27,1,,0,0,0,,303494.75,299994.00,3500.75,,,,,,29,28,1,,0,0,0,,0,1616.00,0.00,,0,,,,,,0.21,0.20,0.01,,1795.69,0.00,1795.69,529327.6018,-1037045.7462,-507718.1444,-282.7426,-282.7426,-0.0074
2322,Week 43,October,2025-10-20,2025-10-26,Targetted,1060,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_puja_stores_oct_1,4496,2159,167,0,2170,0,1131,48.02,0.00,52.39,7,7,0,,4,4,0,,85364.00,85364.00,,,49604.00,49604.00,,,9,9,0,,4,4,0,,0,4495.00,0.00,,0,,,,,,0.32,0.32,0.00,,1352.40,0.00,1352.40,0,65529.2004,65529.2004,48.454,48.454,
2323,Week 43,October,2025-10-20,2025-10-26,Targetted,1061,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_chath_stores_oct_1,1204,1086,46,0,621,0,466,90.20,0.00,42.91,19,18,1,,5,4,1,,211946.06,188668.00,23278.06,,30123.03,18484.00,11639.03,,19,18,1,,5,4,1,,2,0.00,1295.00,6925.00,2,,,,,,1.75,1.66,0.09,,592.60,1295.00,1887.60,-483404.6218,-339202.9368,-822607.5586,-1388.1329,-435.7955,-0.028
2324,Week 43,October,2025-10-20,2025-10-26,Targetted,1062,Winback_P4_Existing_R_bw_13_24_Month_Formal_dusshera_stores_oct_1,9949,3805,553,0,5591,0,1844,38.25,0.00,48.46,11,11,0,,6,6,0,,124013.00,124013.00,,,61890.00,61890.00,,,11,11,0,,6,6,0,,0,0.00,0.00,,0,,,,,,0.29,0.29,0.00,,2404.20,0.00,2404.20,0,124401.95,124401.95,51.7436,51.7436,
2325,Week 43,October,2025-10-20,2025-10-26,Targetted,1063,,10105,4163,380,0,5562,0,2159,41.20,0.00,51.86,59,59,0,,38,38,0,,544286.48,544286.48,,,276923.48,276923.48,,,72,72,0,,50,50,0,,32,16286.00,38816.00,187365.87,32,,,,,,1.42,1.42,0.00,,2608.80,38816.00,41424.80,305137.3147,-62940.6834,242196.6313,92.8383,5.8467,-0.002
2326,Week 43,October,2025-10-20,2025-10-26,Targetted,1065,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_dusshera_stores_oct_1,4931,2013,186,0,2732,0,1115,40.82,0.00,55.39,4,4,0,,3,3,0,,26255.00,26255.00,,,21397.00,21397.00,,,4,4,0,,3,3,0,,0,0.00,0.00,,0,,,,,,0.20,0.20,0.00,,1267.20,0.00,1267.20,58528.7299,-107023.9129,-48495.183,-38.2696,-38.2696,-0.0081
2327,Week 43,October,2025-10-20,2025-10-26,Targetted,1068,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_puja_stores_oct_1,3554,1578,195,0,1781,0,724,44.40,0.00,45.88,3,3,0,,1,1,0,,24121.00,24121.00,,,15799.00,15799.00,,,3,3,0,,1,1,0,,0,0.00,0.00,,0,,,,,,0.19,0.19,0.00,,985.80,0.00,985.80,218411.0836,-366672.9679,-148261.8843,-150.3975,-150.3975,-0.0289
2328,Week 43,October,2025-10-20,2025-10-26,Targetted,1069,N2R_P2_New_Customer_rest_of_india_oct_1,68484,36372,839,0,31273,0,19950,53.11,0.00,54.85,175,174,1,,121,120,1,,1440186.72,1437879.17,2307.55,,1059057.99,1056750.44,2307.55,,201,200,1,,143,142,1,,2,16843.00,3387.00,4614.00,2,,,,,,0.48,0.48,0.00,,22674.60,3387.00,26061.60,-201118.719,703645.1419,502526.4229,22.1625,19.2823,0.0027
2329,Week 43,October,2025-10-20,2025-10-26,Targetted,1070,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_chath_stores_oct_1,671,561,44,0,361,0,200,83.61,0.00,35.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.46,,,0,0,0,0,,
2330,Week 43,October,2025-10-20,2025-10-26,Targetted,1071,MVC_P1_MVC_Customers_Chath_Stores_oct_1,460,322,26,0,246,0,197,70.00,0.00,61.18,18,18,0,,14,14,0,,294843.00,294843.00,,,202557.00,202557.00,,,26,26,0,,21,21,0,,6,4135.00,8401.00,43890.00,7,,,,,,5.59,5.59,0.00,,197.40,8401.00,8598.40,0,204119.8092,204119.8092,1034.0416,23.7393,
2331,Week 43,October,2025-10-20,2025-10-26,Targetted,1073,Winback_P4_Existing_R_bw_13_24_Month_Casual_chath_stores_oct_1,3549,3034,212,0,1855,0,1198,85.49,0.00,39.49,16,16,0,,3,3,0,,151954.00,151954.00,,,20337.00,20337.00,,,16,16,0,,3,3,0,,0,1658.00,0.00,,0,,,,,,0.53,0.53,0.00,,1637.48,0.00,1637.48,-51082.3961,-342889.8993,-393972.2954,-240.5967,-240.5967,-0.0119
2332,Week 43,October,2025-10-20,2025-10-26,Targetted,1074,MVC_P1_MVC_Customers_who_purchased_suits_jackets_common_stores_oct_1,6606,4284,451,0,4020,0,2444,64.85,0.00,57.05,37,37,0,,24,24,0,,567039.81,567039.81,,,422752.01,422752.01,,,45,45,0,,29,29,0,,14,16178.00,33089.00,133252.00,16,1,0,1,3679.00,1,0.86,0.86,0.00,,2649.60,33824.80,36474.40,-379732.3732,53982.1901,-325750.1831,-122.9432,-8.9309,0.001
2333,Week 43,October,2025-10-20,2025-10-26,Targetted,1075,N2R_P2_New_Customer_puja_stores_oct_1,12069,6462,154,0,5453,0,3761,53.54,0.00,58.20,30,28,2,,23,22,1,,320486.04,312406.90,8079.14,,223641.63,218689.90,4951.73,,46,44,2,,36,35,1,,3,15250.00,7168.00,10921.00,3,1,0,1,2619.00,1,0.46,0.43,0.03,,4018.20,7429.90,11448.10,0,207098.0783,207098.0783,51.54,18.0902,
2334,Week 43,October,2025-10-20,2025-10-26,Targetted,1076,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_puja_stores_oct_1,5683,2775,200,0,2708,0,1472,48.83,0.00,53.05,25,24,1,,16,16,0,,245469.05,242981.00,2488.05,,182764.00,182764.00,,,34,33,1,,20,20,0,,1,4580.00,250.00,3159.00,1,,,,,,0.90,0.86,0.04,,1726.20,250.00,1976.20,0,180311.4556,180311.4556,104.4557,91.2415,
2335,Week 43,October,2025-10-20,2025-10-26,Targetted,1078,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_common_stores_oct_1,2728,2390,126,0,1431,0,897,87.61,0.00,37.53,23,23,0,,5,5,0,,340639.00,340639.00,,,64749.00,64749.00,,,28,28,0,,6,6,0,,3,3670.00,3117.00,13782.00,3,,,,,,0.96,0.96,0.00,,1298.77,3117.00,4415.77,0,279129.3298,279129.3298,214.9182,63.2119,
2336,Week 43,October,2025-10-20,2025-10-26,Targetted,1079,Reactivation_P5_ReactivationRgt_than36Months_puja_stores_oct_1,27116,16811,0,0,10305,0,0,62.00,0.00,0.00,13,13,0,,0,0,0,,154664.00,154664.00,,,,,,,13,13,0,,0,0,0,,0,2198.00,0.00,,0,,,,,,0.08,0.08,0.00,,2255.76,0.00,2255.76,-90286.7046,-1320028.6901,-1410315.3947,-625.2063,-625.2063,-0.0066
2337,Week 43,October,2025-10-20,2025-10-26,Targetted,1080,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_chath_stores_oct_1,1071,945,45,0,530,0,429,88.24,0.00,45.40,8,8,0,,2,2,0,,59307.00,59307.00,,,5778.00,5778.00,,,11,11,0,,2,2,0,,2,0.00,612.00,11346.00,2,,,,,,0.85,0.85,0.00,,521.08,612.00,1133.08,0,43307.5892,43307.5892,83.1112,38.2211,
2338,Week 43,October,2025-10-20,2025-10-26,Targetted,1081,Winback_P4_Existing_R_bw_13_24_Month_Formal_chath_stores_oct_1,2656,2271,177,0,1387,0,892,85.50,0.00,39.28,10,10,0,,4,4,0,,90050.00,90050.00,,,22309.00,22309.00,,,10,10,0,,4,4,0,,1,0.00,215.00,1685.00,1,,,,,,0.44,0.44,0.00,,1248.51,215.00,1463.51,0,89981.562,89981.562,72.0712,61.4834,
2339,Week 43,October,2025-10-20,2025-10-26,Targetted,1082,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_common_stores_oct_1,1811,1593,84,0,932,0,628,87.96,0.00,39.42,7,7,0,,2,2,0,,55746.00,55746.00,,,5778.00,5778.00,,,9,9,0,,2,2,0,,1,1627.00,329.00,2619.00,1,,,,,,0.44,0.44,0.00,,859.74,329.00,1188.74,0,43414.9848,43414.9848,50.4978,36.5219,
2340,Week 43,October,2025-10-20,2025-10-26,Targetted,1083,Winback_P4_Existing_R_bw_13_24_Month_Casual_dusshera_stores_oct_1,11149,4229,579,0,6341,0,2214,37.93,0.00,52.35,6,6,0,,4,4,0,,55877.00,55877.00,,,41132.00,41132.00,,,6,6,0,,4,4,0,,0,0.00,0.00,,0,,,,,,0.14,0.14,0.00,,2667.00,0.00,2667.00,62111.4633,-126028.7105,-63917.2472,-23.966,-23.966,-0.0032
2341,Week 43,October,2025-10-20,2025-10-26,Targetted,1084,N2R_P2_New_Customer_dusshera_stores_oct_1,10982,4746,130,0,6106,0,2721,43.22,0.00,57.33,15,15,0,,11,11,0,,177008.70,177008.70,,,123370.70,123370.70,,,17,17,0,,13,13,0,,0,4378.00,0.00,,0,,,,,,0.32,0.32,0.00,,2975.40,0.00,2975.40,0,158133.3257,158133.3257,53.1469,53.1469,
2342,Week 43,October,2025-10-20,2025-10-26,Targetted,1085,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_rest_of_india_oct_1,34716,16761,1234,0,16721,0,8667,48.28,0.00,51.71,63,63,0,,48,48,0,,552211.00,552211.00,,,399889.00,399889.00,,,73,73,0,,55,55,0,,0,7541.00,0.00,,0,,,,,,0.38,0.38,0.00,,10463.40,0.00,10463.40,309215.6144,-266257.2312,42958.3832,4.1056,4.1056,-0.0021
2343,Week 43,October,2025-10-20,2025-10-26,Targetted,1087,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_rest_of_india_oct_1,42735,20412,1468,0,20855,0,10215,47.76,0.00,50.04,220,217,4,1,136,134,3,1,1783008.65,1771337.11,11671.54,12386.58,1200963.05,1191228.00,9735.05,12386.58,248,244,4,2,159,156,3,2,11,17637.00,9353.00,41322.00,11,1,0,1,4209.00,1,1.08,1.06,0.02,0.00,12770.40,9773.90,22544.30,241004.4154,234804.984,475809.3994,37.2588,21.1055,0.0016
2344,Week 43,October,2025-10-20,2025-10-26,Targetted,1088,N2R_P1_MVC_One_timers_Max_Bill_Value_gt_than_10K_rest_of_india_oct_1,2240,1034,52,0,1154,0,507,46.16,0.00,49.03,8,8,0,,4,4,0,,103223.00,103223.00,,,20595.00,20595.00,,,9,9,0,,4,4,0,,5,4551.00,8263.00,51653.00,5,,,,,,0.77,0.77,0.00,,654.60,8263.00,8917.60,0,91315.6533,91315.6533,139.4984,10.2399,
2345,Week 43,October,2025-10-20,2025-10-26,Targetted,1104,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Puja_Stores_Oct_1,9807,4192,576,0,5039,0,2126,42.74,0.00,50.72,5,4,1,,5,4,1,,40651.21,38489.00,2162.21,,40651.21,38489.00,2162.21,,5,4,1,,5,4,1,,0,0.00,0.00,,0,,,,,,0.12,0.10,0.02,,2647.80,0.00,2647.80,0,40898.3694,40898.3694,15.4462,15.4462,
2346,Week 43,October,2025-10-20,2025-10-26,Targetted,1105,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Dusshera_Stores_Oct_1,7069,2175,405,0,4489,0,1020,30.77,0.00,46.90,2,2,0,,2,2,0,,27013.00,27013.00,,,27013.00,27013.00,,,2,2,0,,2,2,0,,0,0.00,0.00,,0,,,,,,0.09,0.09,0.00,,1378.80,0.00,1378.80,0,26438.9737,26438.9737,19.1754,19.1754,
2347,Week 43,October,2025-10-20,2025-10-26,Targetted,1106,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Dusshera_Stores_Oct_1,1852,564,65,0,1223,0,268,30.45,0.00,47.52,5,5,0,,2,2,0,,31159.00,31159.00,,,13147.00,13147.00,,,5,5,0,,2,2,0,,0,0.00,0.00,,0,,,,,,0.89,0.89,0.00,,353.40,0.00,353.40,0,31281.1433,31281.1433,88.5148,88.5148,
2348,Week 43,October,2025-10-20,2025-10-26,Targetted,1107,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Common_Stores_Oct_1,2501,2150,124,0,1325,0,833,85.97,0.00,38.74,4,4,0,,0,0,0,,46323.00,46323.00,,,,,,,6,6,0,,0,0,0,,1,0.00,255.00,2055.00,1,,,,,,0.19,0.19,0.00,,1189.46,255.00,1444.46,0,31538.2425,31538.2425,26.5148,21.8339,
2349,Week 43,October,2025-10-20,2025-10-26,Targetted,1108,R2r_P3_Existing_Repeat_R_Bw_1_12_Month_Suits___Jackets_Chath_Stores_Oct_1,805,734,32,0,422,0,295,91.18,0.00,40.19,10,10,0,,3,3,0,,78014.00,78014.00,,,21021.00,21021.00,,,11,11,0,,4,4,0,,2,0.00,3800.00,7487.00,2,,,,,,1.36,1.36,0.00,,396.19,3800.00,4196.19,0,70796.9956,70796.9956,178.6946,16.8717,
2350,Week 43,October,2025-10-20,2025-10-26,Targetted,1109,Winback_P4_Existing_R_Bw_13_24_Month_Suits___Jackets_Rest_Of_India_Oct_1,77028,31948,4290,1,40789,0,15204,41.48,0.00,47.59,111,110,1,,68,67,1,,1129008.13,1117369.10,11639.03,,744099.13,732460.10,11639.03,,124,123,1,,78,77,1,,7,17679.00,4626.00,34816.00,7,,,,,,0.35,0.34,0.00,,20150.40,4626.00,24776.40,-658455.6178,319971.8308,-338483.787,-16.7979,-13.6615,0.0011
2351,Week 43,October,2025-10-20,2025-10-26,Targetted,1110,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Rest_Of_India_Oct_1,7035,3267,172,0,3596,0,1685,46.44,0.00,51.58,36,36,0,,21,21,0,,453875.00,453875.00,,,336858.00,336858.00,,,42,42,0,,26,26,0,,2,7570.00,4708.00,10778.00,3,,,,,,1.10,1.10,0.00,,2047.20,4708.00,6755.20,0,388354.9011,388354.9011,189.7005,57.4898,
2352,Week 43,October,2025-10-20,2025-10-26,Targetted,1111,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Dusshera_Stores_Oct_1,2927,951,106,0,1870,0,508,32.49,0.00,53.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,607.80,,,0,0,0,0,,
2353,Week 43,October,2025-10-20,2025-10-26,Targetted,1112,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Chath_Stores_Oct_1,1204,1070,52,0,598,0,452,88.87,0.00,42.24,3,2,1,,0,0,0,,73680.05,71192.00,2488.05,,,,,,3,2,1,,0,0,0,,0,3758.00,0.00,,0,,,,,,0.28,0.19,0.09,,595.67,0.00,595.67,0,73581.81,73581.81,123.5278,123.5278,
2354,Week 43,October,2025-10-20,2025-10-26,Targetted,1113,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Dusshera_Stores_Oct_1,805,310,20,0,475,0,160,38.51,0.00,51.61,1,1,0,,1,1,0,,3159.00,3159.00,,,3159.00,3159.00,,,1,1,0,,1,1,0,,0,0.00,0.00,,0,,,,,,0.32,0.32,0.00,,195.00,0.00,195.00,0,3133.728,3133.728,16.0704,16.0704,
2355,Week 43,October,2025-10-20,2025-10-26,Targetted,1114,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Common_Stores_Oct_1,640,549,22,0,360,0,204,85.78,0.00,37.16,3,3,0,,1,1,0,,24078.00,24078.00,,,5815.00,5815.00,,,3,3,0,,1,1,0,,0,814.00,0.00,,0,,,,,,0.55,0.55,0.00,,289.40,0.00,289.40,0,24234.507,24234.507,83.7405,83.7405,
2356,Week 43,October,2025-10-20,2025-10-26,Targetted,1115,N2r_P3_Existing_One_Timer_R_Bw_1_12_Month_Suits___Jackets_Puja_Stores_Oct_1,4950,2306,155,0,2489,0,1247,46.59,0.00,54.08,6,6,0,,2,2,0,,49204.00,49204.00,,,30034.00,30034.00,,,6,6,0,,2,2,0,,2,910.00,1298.00,5875.00,2,,,,,,0.26,0.26,0.00,,1453.20,1298.00,2751.20,0,49167.9173,49167.9173,33.8342,17.8714,
