CampaignName,Campaigncode,Campaignsubcode,mastercampaigncode,CustomerType,channel,segmentid,segmentname,campaigntype,CampaignScheduleDate,RoiStartDate,RoiEndDate,IncentiveType,IncentiveOfferCode,IncentiveValue,IncentiveNarration,TotalBase,Delivered,Undelivered,DND,Expired,Failed,Unsubscribe,DeliveryRate,Opened,OpenRate,Clicked,ClickThroughRate,Responder,ResponderSales,ResponderTransaction,ResponderATV,ResponderHitRate,ResponderVisit,ResponderABS,TotalPointIssued,PointsRedeemed,PointsRedeemer,PointsRedeemerSales,PointsRedeemerTransaction,RedeemerVisit,RedeemerHitRate,AmountRedeemer,AmountRedeemerSales,AmountRedeemerTransaction,AmountRedeemerATV,AmountRedeemerABS,CouponIssued,CouponRedeemer,CouponRedeemerSales,CouponRedeemerTransaction,CouponRedeemed,ProductRedeemer,ProductRedeemerSales,ProductRedeemerTransaction,ProductRedeemerATV,ProductRedeemerABS,PerProductRedeemer,GvRedeemer,GVRedeemerSales,GVRedeemerTransaction,GVRedeemerABS,Lift,Shift,IncreamentalSales,CommunicationCost,OfferCost,ROIWithCommunicationCost,ROIWithCommunicationCostAndRewardCost,OfferType,IncrementalHitRate,CostPerResponder,ContentType
Winback_Existing_13_24_Formal_dusshera_12969_final_47_3291,BROD_BROD_3672,BROD_BROD_3672_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1062,Winback_P4_Existing_R_bw_13_24_Month_Formal_dusshera_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,202,0,202,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new formals-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q28o9af24"
Winback_Existing_13_24_Mix_of_Category_dusshera_12969_final_48_3292,BROD_BROD_3673,BROD_BROD_3673_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1007,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_dusshera_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,49,0,49,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new collection-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q28synl4q"
Winback_Existing_13_24_Mix_of_Category_dusshera_12969_final_48_3292,BROD_BROD_3673,BROD_BROD_3673_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1007,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_dusshera_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,2050,1137,34,730,0,116,33,55.46%,0,0%,0,0%,5,45640.00,6,7606.67,0.44%,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.50,0,,,,0.0044,53.3,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new collection-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q28synl4q"
MVCPush_1_12_HV_15_19.5K_puja_12969_final_49_3293,BROD_BROD_3674,BROD_BROD_3674_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1116,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Puja_Stores_Oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,1074,738,11,287,0,34,4,68.72%,0,0%,0,0%,9,73557.0,11,6687,1.22%,10,1.91,1788.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,60207.0732,60207.0732,139.62,0,431.221,431.221,,0.0122,15.51,Almost there! Rs.[[Custom_Customer_List_Puja]] away from Phoenix perks. Find fresh festive styles only at Blackberrys. Shop now ez.easyrz.co/ede41qvsprgn4t
MVCPush_1_12_HV_15_19.5K_puja_12969_final_49_3293,BROD_BROD_3674,BROD_BROD_3674_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1116,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Puja_Stores_Oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,23,0,23,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Almost there! Rs.[[Custom_Customer_List_Puja]] away from Phoenix perks. Find fresh festive styles only at Blackberrys. Shop now ez.easyrz.co/ede41qvsprgn4t
N2R_Existing_OT_1_12_Casual_puja_12969_final_50_3294,BROD_BROD_3675,BROD_BROD_3675_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1057,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,112,0,112,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Shine bright this festive season in Blackberrys' latest festive casuals-crafted to celebrate. Shop Now ez.easyrz.co/ede41q29c8743c
N2R_Existing_OT_1_12_Casual_puja_12969_final_50_3294,BROD_BROD_3675,BROD_BROD_3675_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1057,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,5846,4102,105,1327,0,246,66,70.17%,0,0%,0,0%,15,87188.56,18,4843.81,0.37%,16,1.44,2624.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,73516.4419,73516.4419,759.98,0,96.7347,96.7347,,0.0037,50.67,Shine bright this festive season in Blackberrys' latest festive casuals-crafted to celebrate. Shop Now ez.easyrz.co/ede41q29c8743c
N2R_Existing_OT_1_12_Formal_puja_12969_final_51_3295,BROD_BROD_3676,BROD_BROD_3676_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1060,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,4508,3153,78,1072,0,164,41,69.94%,0,0%,0,0%,16,143260.0,16,8953.75,0.51%,16,2.88,2513.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,531257.0102,-437583.1931,93673.8171,586.04,0,159.842,159.842,,-0.0155,36.63,Shine bright this festive season in Blackberrys' latest festive formals-crafted to celebrate. Shop Now ez.easyrz.co/ede41q29j95kvv
N2R_Existing_OT_1_12_Formal_puja_12969_final_51_3295,BROD_BROD_3676,BROD_BROD_3676_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1060,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,97,0,97,0,0,0,0,0%,0,,0,,2,1549.0,2,774.5,,2,0.5,0.00,548.00,1,5048.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,Shine bright this festive season in Blackberrys' latest festive formals-crafted to celebrate. Shop Now ez.easyrz.co/ede41q29j95kvv
N2R_Existing_OT_1_12_Mix_of_Category_puja_12969_final_52_3296,BROD_BROD_3677,BROD_BROD_3677_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1052,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,44,0,44,0,0,0,0,0%,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,,,Shine bright this festive season in Blackberrys' latest festive collection-crafted to celebrate. Shop Now ez.easyrz.co/ede41q29m9vjwi
N2R_Existing_OT_1_12_Mix_of_Category_puja_12969_final_52_3296,BROD_BROD_3677,BROD_BROD_3677_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1052,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,1992,1376,41,472,0,85,18,69.08%,0,0%,0,0%,1,19065.00,1,19065,0.07%,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.96,0,,,,0.0007,258.96,Shine bright this festive season in Blackberrys' latest festive collection-crafted to celebrate. Shop Now ez.easyrz.co/ede41q29m9vjwi
R2R_Existing_repeat_1_12_Casual_puja_12969_final_53_3297,BROD_BROD_3678,BROD_BROD_3678_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,990,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,144,0,144,0,0,0,0,0%,0,,0,,,,,,,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Light up every celebration with Blackberrys' sharp new Festive Casuals made for the festive season. Shop Now ez.easyrz.co/ede41q29rhdw3i
R2R_Existing_repeat_1_12_Casual_puja_12969_final_53_3297,BROD_BROD_3678,BROD_BROD_3678_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,990,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,6928,4848,109,1754,0,198,19,69.98%,0,0%,0,0%,63,534449.0,67,7976.85,1.3%,65,2.7,10319.00,3947.00,6,30578.00,6,6,0.1238%,,,,,,,,,,,,,,,,,,,,,0.0,502732.9944,502732.9944,900.64,0,558.1953,558.1953,,0.013,14.3,Light up every celebration with Blackberrys' sharp new Festive Casuals made for the festive season. Shop Now ez.easyrz.co/ede41q29rhdw3i
R2R_Existing_repeat_1_12_Formal_puja_12969_final_54_3298,BROD_BROD_3679,BROD_BROD_3679_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1076,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,5718,3866,123,1580,0,133,16,67.61%,0,0%,0,0%,45,426168.19,61,6986.36,1.16%,50,2.57,9942.00,2891.00,4,10211.00,4,4,0.1035%,,,,,,,,,,,,,,,,,,,,,0.0,313307.506,313307.506,743.34,0,421.4861,421.4861,,0.0116,16.52,Light up every celebration with Blackberrys' sharp new Festive formals made for the festive season. Shop Now ez.easyrz.co/ede41q29uxveh4
R2R_Existing_repeat_1_12_Formal_puja_12969_final_54_3298,BROD_BROD_3679,BROD_BROD_3679_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1076,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,102,0,102,0,0,0,0,0%,0,,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Light up every celebration with Blackberrys' sharp new Festive formals made for the festive season. Shop Now ez.easyrz.co/ede41q29uxveh4
R2R_Existing_repeat_1_12_Mix_of_Category_puja_12969_final_55_3299,BROD_BROD_3680,BROD_BROD_3680_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1033,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,41,0,41,0,0,0,0,0%,0,,0,,,,,,,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Light up every celebration with Blackberrys' sharp new Festive collection made for the festive season. Shop Now ez.easyrz.co/ede41q29x0vmue
R2R_Existing_repeat_1_12_Mix_of_Category_puja_12969_final_55_3299,BROD_BROD_3680,BROD_BROD_3680_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1033,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,2106,1452,32,547,0,67,8,68.95%,0,0%,0,0%,16,78244.75,18,4346.93,1.1%,16,1.5,0.00,1035.00,1,3159.00,1,1,0.0689%,,,,,,,,,,,,,,,,,,,,,0.0,69429.166,69429.166,273.78,0,253.5947,253.5947,,0.011,17.11,Light up every celebration with Blackberrys' sharp new Festive collection made for the festive season. Shop Now ez.easyrz.co/ede41q29x0vmue
Winback_Existing_13_24_Casual_puja_12969_final_56_3302,BROD_BROD_3681,BROD_BROD_3681_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1014,Winback_P4_Existing_R_bw_13_24_Month_Casual_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,13429,9160,203,3234,0,677,155,68.21%,0,0%,0,0%,32,197563.0,35,5644.66,0.35%,34,2.06,2281.00,958.00,3,13687.00,3,3,0.0328%,,,,,,,,,,,,,,,,,,,,,0.0,180967.7996,180967.7996,1745.77,0,103.6607,103.6607,,0.0035,54.56,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new casuals-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q2905khxs"
Winback_Existing_13_24_Casual_puja_12969_final_56_3302,BROD_BROD_3681,BROD_BROD_3681_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1014,Winback_P4_Existing_R_bw_13_24_Month_Casual_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,260,0,260,0,0,0,0,0%,0,,0,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new casuals-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q2905khxs"
Winback_Existing_13_24_Formal_puja_12969_final_57_3303,BROD_BROD_3682,BROD_BROD_3682_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1021,Winback_P4_Existing_R_bw_13_24_Month_Formal_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,188,0,188,0,0,0,0,0%,0,,0,,,,,,,2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new formals-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q2932n8yq"
Winback_Existing_13_24_Formal_puja_12969_final_57_3303,BROD_BROD_3682,BROD_BROD_3682_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1021,Winback_P4_Existing_R_bw_13_24_Month_Formal_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,10194,6863,185,2599,0,432,115,67.32%,0,0%,0,0%,18,160429.0,20,8021.45,0.26%,19,2.9,369.00,248.00,1,4158.00,1,1,0.0146%,,,,,,,,,,,,,,,,,,,,,0.0,143133.1495,143133.1495,1325.22,0,108.0071,108.0071,,0.0026,73.62,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new formals-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q2932n8yq"
Winback_Existing_13_24_Mix_of_Category_puja_12969_final_58_3304,BROD_BROD_3683,BROD_BROD_3683_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1068,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,65,0,65,0,0,0,0,0%,0,,0,,1,3934.0,1,3934,,1,2.0,0.00,578.00,1,3934.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new collection-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q296wco4p"
Winback_Existing_13_24_Mix_of_Category_puja_12969_final_58_3304,BROD_BROD_3683,BROD_BROD_3683_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1068,Winback_P4_Existing_R_bw_13_24_Month_Mix_of_Category_puja_stores_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,3559,2350,52,925,0,183,49,66.03%,0,0%,0,0%,,,,,,5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-142371.46,0.0,-142371.46,462.67,0,0.0,0.0,,-0.0154,,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new collection-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q296wco4p"
MVCPush_1_12_HV_15_19.5K_Rest_12969_final_59_3305,BROD_BROD_3684,BROD_BROD_3684_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1110,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Rest_Of_India_Oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,7076,4122,87,2614,0,229,24,58.25%,0,0%,0,0%,44,405481.0,48,8447.52,1.07%,46,2.33,7288.00,735.00,2,9803.00,2,2,0.0485%,,,,,,,,,,,,,,,,,,,,,0.0,372581.2486,372581.2486,919.88,0,405.0324,405.0324,,0.0107,20.91,Almost there! Rs.[[Custom_Custom_MVC_REST]] away from Phoenix perks. Find fresh festive styles only at Blackberrys. Shop now ez.easyrz.co/ede41qvsyio54a
MVCPush_1_12_HV_15_19.5K_Rest_12969_final_59_3305,BROD_BROD_3684,BROD_BROD_3684_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1110,Mvcpush_P3_Mvcpush_Existing_R_Bw_1_12_Month_High_Value_15_19_5k_Rest_Of_India_Oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,146,0,146,0,0,0,0,0%,0,,0,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Almost there! Rs.[[Custom_Custom_MVC_REST]] away from Phoenix perks. Find fresh festive styles only at Blackberrys. Shop now ez.easyrz.co/ede41qvsyio54a
N2R_Existing_OT_1_12_Casual_Rest_12969_final_60_3306,BROD_BROD_3685,BROD_BROD_3685_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1002,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,672,0,672,0,0,0,0,0%,0,,0,,,,,,,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Shine bright this festive season in Blackberrys' latest festive casuals-crafted to celebrate. Shop Now ez.easyrz.co/ede41q3cewqx9k
N2R_Existing_OT_1_12_Casual_Rest_12969_final_60_3306,BROD_BROD_3685,BROD_BROD_3685_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1002,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Casual_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,32360,19532,402,10683,0,1415,328,60.36%,0,0%,0,0%,105,893588.49,111,8050.35,0.54%,107,2.29,8992.00,1100.00,2,5238.00,2,2,0.0102%,,,,,,,,,,,,,,,,,,,,,0.0,849092.9555,849092.9555,4206.80,0,201.8382,201.8382,,0.0054,40.06,Shine bright this festive season in Blackberrys' latest festive casuals-crafted to celebrate. Shop Now ez.easyrz.co/ede41q3cewqx9k
N2R_Existing_OT_1_12_Formal_Rest_12969_final_61_3307,BROD_BROD_3686,BROD_BROD_3686_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1085,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,680,0,680,0,0,0,0,0%,0,,0,,4,24242.0,4,6060.5,,4,1.25,0.00,1345.00,1,2619.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,Shine bright this festive season in Blackberrys' latest festive formals-crafted to celebrate. Shop Now ez.easyrz.co/ede41q3di9nlzx
N2R_Existing_OT_1_12_Formal_Rest_12969_final_61_3307,BROD_BROD_3686,BROD_BROD_3686_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1085,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Formal_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,34810,20761,520,11922,0,1327,280,59.64%,0,0%,0,0%,107,934143.01,117,7984.13,0.52%,110,2.49,7472.00,1350.00,2,6298.00,2,2,0.0096%,,,,,,,,,,,,,,,,,,,,,235625.2463,-116030.9661,119594.2802,4525.30,0,26.4279,26.4279,,-0.0007,42.29,Shine bright this festive season in Blackberrys' latest festive formals-crafted to celebrate. Shop Now ez.easyrz.co/ede41q3di9nlzx
N2R_Existing_OT_1_12_Mix_of_Category_Rest_12969_final_62_3308,BROD_BROD_3687,BROD_BROD_3687_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1006,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,12773,7737,181,4122,0,586,147,60.57%,0,0%,0,0%,34,317607.0,36,8822.42,0.44%,35,2.19,7768.00,0.00,0,0.00,0,0,0%,,,,,,,,,,,,,,,,,,,,,0.0,300339.8796,300339.8796,1660.49,0,180.8742,180.8742,,0.0044,48.84,Shine bright this festive season in Blackberrys' latest festive collection-crafted to celebrate. Shop Now ez.easyrz.co/ede41q3dnblv7y
N2R_Existing_OT_1_12_Mix_of_Category_Rest_12969_final_62_3308,BROD_BROD_3687,BROD_BROD_3687_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1006,N2R_P3_Existing_One_timer_R_bw_1_12_Month_Mix_of_Category_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,247,0,247,0,0,0,0,0%,0,,0,,,,,,,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Shine bright this festive season in Blackberrys' latest festive collection-crafted to celebrate. Shop Now ez.easyrz.co/ede41q3dnblv7y
R2R_Existing_repeat_1_12_Casual_Rest_12969_final_63_3309,BROD_BROD_3688,BROD_BROD_3688_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1055,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,715,0,715,0,0,0,0,0%,0,,0,,10,138865.0,15,9257.67,,13,2.33,682.00,278.00,1,2619.00,1,1,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,Light up every celebration with Blackberrys' sharp new Festive Casuals made for the festive season. Shop Now ez.easyrz.co/ede41q3dwzzlt1
R2R_Existing_repeat_1_12_Casual_Rest_12969_final_63_3309,BROD_BROD_3688,BROD_BROD_3688_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1055,R2R_P3_Existing_repeat_R_bw_1_12_Month_Casual_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,37741,22180,542,14007,0,921,91,58.77%,0,0%,0,0%,351,2840990.48,389,7303.32,1.58%,369,2.24,28378.00,8047.00,17,57947.00,17,17,0.0766%,,,,,,,,,,,,,,,,,,,,,-606864.762,291577.7477,-315287.0143,4906.33,0,0.0,0.0,,0.0018,13.98,Light up every celebration with Blackberrys' sharp new Festive Casuals made for the festive season. Shop Now ez.easyrz.co/ede41q3dwzzlt1
R2R_Existing_repeat_1_12_Formal_Rest_12969_final_64_3310,BROD_BROD_3689,BROD_BROD_3689_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1087,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,876,0,876,0,0,0,0,0%,0,,0,,,,,,,10,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,,Light up every celebration with Blackberrys' sharp new Festive formals made for the festive season. Shop Now ez.easyrz.co/ede41q3dz9ct94
R2R_Existing_repeat_1_12_Formal_Rest_12969_final_64_3310,BROD_BROD_3689,BROD_BROD_3689_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1087,R2R_P3_Existing_repeat_R_bw_1_12_Month_Formal_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,43122,24719,850,16467,0,981,105,57.32%,0,0%,0,0%,380,3396608.86,427,7954.59,1.54%,399,2.39,37672.00,8595.00,13,57643.00,13,13,0.0526%,,,,,,,,,,,,,,,,,,,,,0.0,3028094.4572,3028094.4572,5605.86,0,540.1659,540.1659,,0.0154,14.75,Light up every celebration with Blackberrys' sharp new Festive formals made for the festive season. Shop Now ez.easyrz.co/ede41q3dz9ct94
R2R_Existing_repeat_1_12_Mix_of_Category_Rest_12969_final_65_3311,BROD_BROD_3690,BROD_BROD_3690_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,996,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,253,0,253,0,0,0,0,0%,0,,0,,6,72729.0,6,12121.5,,6,3.5,1632.00,0.00,0,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,Light up every celebration with Blackberrys' sharp new Festive collection made for the festive season. Shop Now ez.easyrz.co/ede41q3d3ufbhu
R2R_Existing_repeat_1_12_Mix_of_Category_Rest_12969_final_65_3311,BROD_BROD_3690,BROD_BROD_3690_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,996,R2R_P3_Existing_repeat_R_bw_1_12_Month_Mix_of_Category_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,11772,6870,213,4389,0,269,31,58.36%,0,0%,0,0%,73,586183.9,84,6978.38,1.06%,78,2.3,0.00,697.00,2,6493.00,2,2,0.0291%,,,,,,,,,,,,,,,,,,,,,-837397.6553,-628033.2649,-1465430.9202,1530.36,0,0.0,0.0,,-0.0131,20.96,Light up every celebration with Blackberrys' sharp new Festive collection made for the festive season. Shop Now ez.easyrz.co/ede41q3d3ufbhu
Winback_Existing_13_24_Casual_Rest_12969_final_66_3314,BROD_BROD_3691,BROD_BROD_3691_2025-10-17,MASTER_CAMPAIGN_3625,Control,SMS,1010,Winback_P4_Existing_R_bw_13_24_Month_Casual_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,1606,0,1606,0,0,0,0,0%,0,,0,,9,75689.01,9,8409.89,,9,2.67,3362.00,0.00,0,0.00,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.00,0,,,,0,0,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new casuals-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q3d9pjzdc"
Winback_Existing_13_24_Casual_Rest_12969_final_66_3314,BROD_BROD_3691,BROD_BROD_3691_2025-10-17,MASTER_CAMPAIGN_3625,Target,SMS,1010,Winback_P4_Existing_R_bw_13_24_Month_Casual_rest_of_india_oct_1,Program Promotion,2025-10-17,2025-10-17,2025-10-24,None,,,,79088,46125,1445,27285,0,3389,844,58.32%,0,0%,0,0%,196,1699846.41,222,7656.97,0.42%,206,2.42,13315.00,3826.00,4,13747.00,4,4,0.0087%,,,,,,,,,,,,,,,,,,,,,-194479.236,-494448.8378,-688928.0738,10281.44,0,0.0,0.0,,-0.0014,52.46,"It's been a while! This Festive season, make your comeback in Blackberrys sharp new casuals-crafted to celebrate you. Shop Now ez.easyrz.co/ede41q3d9pjzdc"
